Score,Ranked,Genres,Type,Episodes,Diffusion started,Diffusion ended,Season diffused,Producers,Licensors,Studios,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Year
8.48,90,"Dementia, Drama, Horror, Psychological",Movie,1.0,1998-02-28,1998-02-28,Winter 1998,Rex Entertainment,"GKIDS, Manga Entertainment",Madhouse,Novel,R+ - Mild Nudity,393287,9942,7418,256041.0,2456,0.0,126357.0,1998.0
8.48,91,"Slice of Life, Comedy, School, Shounen",TV,26.0,2011-04-03,2011-09-25,Spring 2011,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,Manga,PG-13 - Teens 13 or older,647924,18399,66565,289512.0,49302,0.0,217449.0,2011.0
8.48,92,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,25.0,2013-04-07,2013-09-29,Spring 2013,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,R - 17+ (violence & profanity),2531397,129844,140753,2182587.0,37345,44635.0,0.0,2013.0
8.48,93,"Slice of Life, Comedy, Supernatural, School, Shounen",TV,24.0,2018-01-17,2018-06-27,Winter 2018,"TV Tokyo, Shogakukan-Shueisha Productions, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",Unknown,"J.C.Staff, Egg Firm",Manga,PG-13 - Teens 13 or older,349764,3022,27547,251764.0,7104,3802.0,0.0,2018.0
8.46,94,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",TV,47.0,2006-04-05,2007-03-28,Spring 2006,"VAP, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,R+ - Mild Nudity,403296,16944,26741,185800.0,22031,18693.0,150031.0,2006.0
8.46,95,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1.0,2014-08-20,2014-08-20,Summer 2014,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,Manga,PG-13 - Teens 13 or older,77296,117,1537,51111.0,679,339.0,23630.0,2014.0
8.46,96,"Mystery, Comedy, Supernatural, Vampire",TV,12.0,2015-10-04,2015-12-20,Fall 2015,Aniplex,Aniplex of America,Shaft,Light novel,R - 17+ (violence & profanity),356371,2296,17490,218734.0,7659,3885.0,108603.0,2015.0
8.46,97,"Slice of Life, Comedy, Drama, Romance, School",TV,12.0,2020-07-10,2020-09-25,Summer 2020,"Marvelous, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",Sentai Filmworks,feel.,Light novel,PG-13 - Teens 13 or older,390621,12632,49455,199414.0,7847,0.0,129415.0,2020.0
8.46,98,"Action, Adventure, Historical, Seinen",TV,12.0,2020-10-05,2020-12-21,Fall 2020,"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Funimation,Geno Studio,Manga,R - 17+ (violence & profanity),75226,541,10711,32912.0,1117,0.0,30088.0,2020.0
8.45,99,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",TV,112.0,1992-10-10,1995-01-07,Fall 1992,"Yomiko Advertising, Fuji TV",Funimation,Studio Pierrot,Manga,PG-13 - Teens 13 or older,475397,17768,48404,255542.0,38905,18135.0,114411.0,1992.0
8.45,100,"Action, Military, Sci-Fi, Police, Mecha, Seinen",TV,26.0,2002-10-01,2003-10-01,Fall 2002,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,R - 17+ (violence & profanity),326394,8128,17464,170891.0,16008,8338.0,113693.0,2002.0
8.45,101,"Action, Adventure, Supernatural, Drama, Shounen",TV,24.0,2015-01-10,2015-06-20,Winter 2015,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,R - 17+ (violence & profanity),641298,13852,21449,555181.0,5258,3162.0,56248.0,2015.0
8.45,102,"Comedy, School, Shounen, Slice of Life, Supernatural",TV,120.0,2016-07-04,2016-12-26,Summer 2016,"TV Tokyo, Shogakukan-Shueisha Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",Funimation,"J.C.Staff, Egg Firm",Manga,PG-13 - Teens 13 or older,591140,15437,62788,365729.0,26700,17840.0,118083.0,2016.0
8.45,103,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,12.0,2017-04-01,2017-06-17,Spring 2017,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,R - 17+ (violence & profanity),1591506,18262,72638,1337762.0,15022,0.0,153447.0,2017.0
8.45,104,"Drama, Fantasy",Movie,1.0,2018-02-24,2018-02-24,Winter 2018,"Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames","Eleven Arts, Shout! Factory",P.A. Works,Original,PG-13 - Teens 13 or older,244902,4475,8870,124565.0,2284,796.0,108387.0,2018.0
8.45,105,"Comedy, Sports, Drama",TV,23.0,2018-10-03,2019-03-27,Fall 2018,"Movic, Nippon Television Network, TOHO animation, Toy's Factory, Cygames, Yomiuri Shimbun",Sentai Filmworks,Production I.G,Novel,PG-13 - Teens 13 or older,196221,4163,20339,102342.0,7689,0.0,59790.0,2018.0
8.44,106,"Action, Mystery, Supernatural, Romance, Thriller",Movie,1.0,2009-08-08,2009-08-08,Summer 2009,Notes,Aniplex of America,ufotable,Light novel,R - 17+ (violence & profanity),165332,1875,3008,116229.0,1581,0.0,43932.0,2009.0
8.44,107,"Mystery, Psychological, Drama, Magic, Thriller",Movie,1.0,2013-10-26,2013-10-26,Fall 2013,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,PG-13 - Teens 13 or older,287972,8796,4222,220045.0,2003,1033.0,60669.0,2013.0
8.43,108,"Comedy, Drama, Romance, School, Shounen, Sports",TV,50.0,2009-04-05,2010-03-28,Spring 2009,"TV Tokyo, Shogakukan-Shueisha Productions",Unknown,SynergySP,Manga,PG-13 - Teens 13 or older,100414,2732,5263,48400.0,4078,3464.0,39209.0,2009.0
8.43,109,"Slice of Life, Josei",TV,11.0,2011-07-08,2011-09-16,Summer 2011,"Fuji TV, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fujipacific Music","NIS America, Inc.",Production I.G,Manga,PG-13 - Teens 13 or older,391626,5760,14382,241673.0,8866,5467.0,121238.0,2011.0
8.43,110,"Drama, Game, Seinen, Slice of Life",TV,22.0,2016-10-08,2017-03-18,Fall 2016,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",Aniplex of America,Shaft,Manga,PG-13 - Teens 13 or older,461713,11242,45681,208655.0,25613,15817.0,165947.0,2016.0
8.43,111,"Comedy, Psychological, Romance, School, Seinen",TV,12.0,2019-01-12,2019-03-30,Winter 2019,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,PG-13 - Teens 13 or older,925543,22277,69272,678999.0,17761,15500.0,144011.0,2019.0
8.43,112,"Drama, Music, Romance, School, Shounen",TV,13.0,2019-10-06,2019-12-29,Fall 2019,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Funimation,Platinum Vision,Manga,PG-13 - Teens 13 or older,82333,974,5436,53424.0,1539,996.0,20938.0,2019.0
8.42,113,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62.0,1999-10-16,2001-03-31,Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,PG-13 - Teens 13 or older,416227,9525,28061,260968.0,15535,15100.0,96563.0,1999.0
8.42,114,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",TV,12.0,2007-07-13,2007-09-28,Summer 2007,Fuji TV,Flatiron Film Company,Toei Animation,Original,R - 17+ (violence & profanity),215972,5686,13887,71537.0,9166,4855.0,116527.0,2007.0
8.42,115,"Action, Comedy, Historical, Mystery, Supernatural",TV,13.0,2007-07-27,2007-11-02,Summer 2007,"Aniplex, Sakura Create, Happinet Pictures","Funimation, Aniplex of America",Brain's Base,Light novel,R - 17+ (violence & profanity),714937,21857,35182,364241.0,30266,0.0,266957.0,2007.0
8.42,116,"Slice of Life, Supernatural, Drama",TV,11.0,2011-04-15,2011-06-24,Spring 2011,"Aniplex, Dentsu, Fuji TV, Fujipacific Music","NIS America, Inc., Aniplex of America",A-1 Pictures,Original,PG-13 - Teens 13 or older,1157747,30271,35807,870583.0,18891,13348.0,219118.0,2011.0
8.41,117,"Comedy, Slice of Life",TV,12.0,2014-07-06,2014-09-28,Summer 2014,"VAP, Nippon Television Network",Funimation,Kinema Citrus,Web manga,PG-13 - Teens 13 or older,503396,10827,24117,325820.0,14336,8036.0,131087.0,2014.0
8.41,118,"Action, Drama, Fantasy, Mystery, Seinen",TV,12.0,2017-10-07,2017-12-23,Fall 2017,"Mainichi Broadcasting System, Kodansha, Movic, AT-X, TOHO animation, Tokyo MX, Q-Tec, Kyoraku Industrial Holdings, BS11",Sentai Filmworks,Orange,Manga,PG-13 - Teens 13 or older,304278,8732,18243,156415.0,7417,6852.0,115351.0,2017.0
8.41,119,"Slice of Life, Comedy, Seinen",TV,12.0,2018-07-14,2018-09-29,Summer 2018,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",Unknown,Zero-G,Manga,PG-13 - Teens 13 or older,421403,9848,29044,263651.0,10754,12853.0,105101.0,2018.0
8.41,120,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1.0,2018-09-29,2018-09-29,Summer 2018,Aniplex,Aniplex of America,Shuka,Manga,PG-13 - Teens 13 or older,45120,171,1329,19000.0,440,0.0,0.0,2018.0
8.41,121,"Slice of Life, Drama, Romance, Fantasy",Movie,1.0,2019-07-19,2019-07-19,Summer 2019,"Toho, Lawson HMV Entertainment, JR East Marketing & Communications, Kadokawa, voque ting, STORY, Lawson Entertainment",GKIDS,CoMix Wave Films,Original,PG-13 - Teens 13 or older,475388,7613,13184,319958.0,2760,713.0,138773.0,2019.0
8.4,122,"Adventure, Fantasy",Movie,1.0,1984-03-11,1984-03-11,Winter 1984,Unknown,"Walt Disney Studios, GKIDS",Topcraft,Manga,PG-13 - Teens 13 or older,278500,3949,3082,224406.0,1530,0.0,48696.0,1984.0
8.4,123,"Action, Military, Horror, Supernatural, Vampire, Seinen",OVA,10.0,2006-02-10,2012-12-26,Winter 2006,"Geneon Universal Entertainment, StudioRF Inc., Shounen Gahousha","Funimation, Geneon Entertainment USA","Madhouse, Satelight, Graphinica",Manga,R - 17+ (violence & profanity),676023,18134,61371,406085.0,35477,17217.0,155873.0,2006.0
8.4,124,"Comedy, Drama, Romance, Shounen",TV,25.0,2011-10-01,2012-03-24,Fall 2011,"NHK, Shueisha",Media Blasters,J.C.Staff,Manga,PG-13 - Teens 13 or older,289356,1380,9715,220954.0,6474,0.0,48449.0,2011.0
8.4,125,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",TV,24.0,2014-10-09,2015-03-26,Fall 2014,"VAP, Kodansha, Nippon Television Network, Forecast Communications",Sentai Filmworks,Madhouse,Manga,R - 17+ (violence & profanity),1243239,26381,67042,942917.0,30302,0.0,181258.0,2014.0
8.4,126,Vampire,Movie,1.0,2016-01-08,2016-01-08,Winter 2016,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,R - 17+ (violence & profanity),371083,2513,8131,242441.0,2316,1147.0,117048.0,2016.0
8.4,127,"Slice of Life, Drama, Fantasy",Movie,1.0,2019-09-06,2019-09-06,Summer 2019,Shochiku,Funimation,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,184398,716,4185,122317.0,1309,389.0,56198.0,2019.0
8.39,128,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1.0,2001-09-01,2001-09-01,Summer 2001,"Sunrise, Bandai Visual",Sony Pictures Entertainment,Bones,Original,R - 17+ (violence & profanity),273145,1174,4143,208333.0,1935,770.0,57964.0,2001.0
8.39,129,"Drama, Magic, Psychological, Thriller",Movie,1.0,2012-10-13,2012-10-13,Fall 2012,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,PG-13 - Teens 13 or older,162794,1078,2167,117551.0,1188,0.0,41028.0,2012.0
8.39,130,"Action, Military, Historical, Seinen",TV,39.0,2013-06-08,2014-03-02,Spring 2013,NHK,Funimation,Studio Pierrot,Manga,R - 17+ (violence & profanity),79350,698,4223,47556.0,1496,1323.0,24752.0,2013.0
8.38,131,"Psychological, Drama, Magic, Thriller",TV,12.0,2011-01-07,2011-04-22,Winter 2011,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,PG-13 - Teens 13 or older,971621,47610,38252,700785.0,24080,20994.0,187510.0,2011.0
8.38,132,"Action, Sci-Fi, Police, Psychological",TV,22.0,2012-10-12,2013-03-22,Fall 2012,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Production I.G,Original,R - 17+ (violence & profanity),1211503,34920,81722,720340.0,53768,36300.0,0.0,2012.0
8.38,133,"Comedy, Supernatural, Drama, Romance, School",TV,13.0,2018-10-04,2018-12-27,Fall 2018,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",Aniplex of America,CloverWorks,Light novel,PG-13 - Teens 13 or older,940033,29642,69842,685665.0,18520,17316.0,148690.0,2018.0
8.37,134,"Action, Military, Sci-Fi, Space, Drama",OVA,26.0,2012-05-25,2013-10-25,Spring 2012,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment",Funimation,"Xebec, AIC",Original,PG-13 - Teens 13 or older,92324,1538,6011,36131.0,3433,1782.0,44967.0,2012.0
8.37,135,"Mystery, Psychological, Supernatural, Seinen",TV,12.0,2016-01-08,2016-03-25,Winter 2016,"Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, DAX Production, Kyoraku Industrial Holdings, Kansai Telecasting, Lawson",Aniplex of America,A-1 Pictures,Manga,R - 17+ (violence & profanity),1359119,37017,52888,1071295.0,15132,0.0,208195.0,2016.0
8.36,136,"Romance, Supernatural, Mystery, Vampire",TV,15.0,2009-07-03,2010-06-25,Summer 2009,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,R - 17+ (violence & profanity),1063666,41236,73863,664200.0,46545,34505.0,244553.0,2009.0
8.36,137,"Adventure, Historical, Romance, Fantasy",TV,12.0,2009-07-09,2009-09-24,Summer 2009,"Imagin, flying DOG",Funimation,"Brain's Base, Marvy Jack",Light novel,PG-13 - Teens 13 or older,395939,4156,12892,284885.0,8990,4285.0,84887.0,2009.0
8.36,138,"Action, Adventure, Historical, Martial Arts, Romance",TV,12.0,2010-01-26,2010-12-11,Winter 2010,"Aniplex, Lantis, Kodansha, Movic, Fuji TV","NIS America, Inc.",White Fox,Light novel,R - 17+ (violence & profanity),442694,9798,33832,201975.0,22243,13031.0,171613.0,2010.0
8.36,139,"Drama, Josei, Music, Romance, School",TV,12.0,2012-04-13,2012-06-29,Spring 2012,"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment",Sentai Filmworks,"Tezuka Productions, MAPPA",Manga,PG-13 - Teens 13 or older,284901,5914,11918,159591.0,7785,5322.0,100285.0,2012.0
8.36,140,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.0,2015-02-28,2018-05-05,Winter 2015,Sotsu,NYAV Post,Sunrise,Manga,R+ - Mild Nudity,51377,594,8900,18361.0,2780,816.0,20520.0,2015.0
8.35,141,"Adventure, Drama, Historical, Slice of Life",TV,33.0,1995-01-15,1995-12-17,Winter 1995,Unknown,Unknown,Nippon Animation,Novel,PG-13 - Teens 13 or older,36828,523,1473,16751.0,937,655.0,17012.0,1995.0
8.35,142,"Sports, Psychological, Seinen",TV,25.0,2008-10-08,2009-04-01,Fall 2008,"VAP, Nippon Television Network",Unknown,Madhouse,Manga,PG-13 - Teens 13 or older,182471,3403,8985,108150.0,6444,4913.0,53979.0,2008.0
8.35,143,"Drama, Fantasy, Slice of Life",TV,50.0,2009-01-10,2009-12-26,Winter 2009,NHK,Unknown,"Production I.G, Trans Arts",Novel,PG-13 - Teens 13 or older,68946,1404,4271,18958.0,3414,2383.0,39920.0,2009.0
8.35,144,"Action, Sci-Fi, Psychological, Drama, Mecha",Movie,1.0,2009-07-27,2009-07-27,Summer 2009,"Gainax, KlockWorx",Funimation,Khara,Original,PG-13 - Teens 13 or older,350947,2803,4683,277153.0,2047,872.0,66192.0,2009.0
8.35,145,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",TV,25.0,2012-09-29,2013-03-23,Summer 2012,"Aniplex, TV Asahi, Pony Canyon",Sentai Filmworks,A-1 Pictures,Novel,R - 17+ (violence & profanity),619318,20535,43978,255272.0,30178,26968.0,262922.0,2012.0
8.35,146,"Comedy, Drama",TV,24.0,2014-10-09,2015-03-26,Fall 2014,"Sotsu, Movic, Warner Bros. Japan, KlockWorx, Showgate, Infinite, Imagine",Sentai Filmworks,P.A. Works,Original,PG-13 - Teens 13 or older,349479,5909,27270,129452.0,19563,13141.0,0.0,2014.0
8.35,147,"Adventure, Drama, Fantasy",Movie,1.0,2019-09-07,2019-09-07,Summer 2019,Unknown,Unknown,Unknown,Original,G - All Ages,7427,104,382,2475.0,111,108.0,4351.0,2019.0
8.34,148,"Action, Adventure, Psychological, Slice of Life",TV,13.0,2003-04-08,2003-07-08,Spring 2003,"WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works","ADV Films, Sentai Filmworks",A.C.G.T.,Light novel,R - 17+ (violence & profanity),223758,5866,12248,86441.0,8585,5067.0,111417.0,2003.0
8.34,149,"Action, Supernatural, Magic, Fantasy",TV,13.0,2011-10-02,2011-12-25,Fall 2011,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,R - 17+ (violence & profanity),1090273,30267,47817,773576.0,24194,16509.0,228177.0,2011.0
8.34,150,"Sci-Fi, Comedy, Thriller",Special,1.0,2012-02-22,2012-02-22,Winter 2012,Frontier Works,Funimation,White Fox,Visual novel,PG-13 - Teens 13 or older,338678,793,3932,287633.0,1383,691.0,0.0,2012.0
8.34,151,"Comedy, Sports, School, Shounen",TV,25.0,2015-01-11,2015-06-30,Winter 2015,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",Unknown,Production I.G,Manga,PG-13 - Teens 13 or older,506465,4465,25140,411971.0,8846,5320.0,55188.0,2015.0
8.34,153,"Sci-Fi, Adventure, Shounen",TV,24.0,2019-07-05,2019-12-13,Summer 2019,"TOHO animation, Shueisha","Funimation, Crunchyroll",TMS Entertainment,Manga,PG-13 - Teens 13 or older,945133,16971,126292,621993.0,27958,0.0,139988.0,2019.0
8.33,154,"Military, Historical, Drama, Romance, Shoujo",TV,40.0,1979-10-10,1980-09-03,Fall 1979,Nippon Television Network,"Nozomi Entertainment, Discotek Media",Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,68422,2375,4264,25057.0,3813,0.0,32977.0,1979.0
8.33,155,"Comedy, Psychological, Drama, Romance",TV,24.0,2006-07-10,2006-12-18,Summer 2006,"NHK, Victor Entertainment","ADV Films, Funimation",Gonzo,Novel,R+ - Mild Nudity,550365,21311,29458,304696.0,23658,0.0,176938.0,2006.0
8.33,156,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13.0,2008-07-08,2008-09-30,Summer 2008,"Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,PG-13 - Teens 13 or older,412285,13533,25556,181953.0,17366,9667.0,177743.0,2008.0
8.33,157,"Music, Slice of Life, Comedy",Movie,1.0,2011-12-03,2011-12-03,Fall 2011,"Pony Canyon, Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,PG-13 - Teens 13 or older,238850,2091,3372,183015.0,1561,824.0,50078.0,2011.0
8.33,158,"Action, Fantasy, Magic, Supernatural",TV,13.0,2015-04-05,2015-06-28,Spring 2015,"Aniplex, Notes",Aniplex of America,ufotable,Visual novel,R - 17+ (violence & profanity),605173,7133,17042,506098.0,5149,0.0,73379.0,2015.0
8.33,159,"Adventure, Supernatural",Movie,1.0,2015-07-11,2015-07-11,Summer 2015,"Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Nippon Television Network, Arquebuse",Funimation,Studio Chizu,Original,PG-13 - Teens 13 or older,306149,2683,6487,212699.0,1872,0.0,84415.0,2015.0
8.33,160,"Action, Comedy, Super Power, School, Shounen",TV,25.0,2017-04-01,2017-09-30,Spring 2017,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,Manga,PG-13 - Teens 13 or older,1611771,18930,110626,1389299.0,15522,11065.0,85259.0,2017.0
8.32,161,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",TV,26.0,1995-10-04,1996-03-27,Fall 1995,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","ADV Films, Netflix","Gainax, Tatsunoko Production",Original,PG-13 - Teens 13 or older,1160651,71308,66549,815938.0,35566,20358.0,222240.0,1995.0
8.32,162,"Music, Slice of Life, Comedy, Drama, Romance, Josei",TV,23.0,2007-01-12,2007-06-15,Winter 2007,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fujipacific Music",Unknown,J.C.Staff,Manga,PG-13 - Teens 13 or older,262005,4913,11233,136757.0,9371,6836.0,97808.0,2007.0
8.32,163,"Comedy, Sports, School, Shounen",TV,51.0,2015-04-06,2016-03-28,Spring 2015,"TV Tokyo, Sotsu",Unknown,"Production I.G, Madhouse",Manga,PG-13 - Teens 13 or older,101140,935,9211,69213.0,3745,2074.0,16897.0,2015.0
8.32,164,"Slice of Life, Romance, School, Shounen Ai",Movie,1.0,2016-02-20,2016-02-20,Winter 2016,"Aniplex, Half H.P Studio",Aniplex of America,A-1 Pictures,Manga,PG-13 - Teens 13 or older,157724,3785,3159,107397.0,873,1083.0,45212.0,2016.0
8.31,165,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1.0,1986-08-02,1986-08-02,Summer 1986,Tokuma Shoten,"Walt Disney Studios, GKIDS",Studio Ghibli,Original,PG - Children,335428,3090,3702,279056.0,1516,633.0,50521.0,1986.0
8.31,166,"Adventure, Comedy, Supernatural",Movie,1.0,1988-04-16,1988-04-16,Spring 1988,Studio Fantasia,"Walt Disney Studios, GKIDS",Studio Ghibli,Original,G - All Ages,721786,6751,7968,620070.0,2444,0.0,90195.0,1988.0
8.31,167,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",TV,94.0,1996-01-10,1998-09-08,Winter 1996,"Aniplex, SME Visual Works, Fuji TV",Media Blasters,"Gallop, Studio Deen",Manga,PG-13 - Teens 13 or older,386195,11236,29540,216154.0,30655,18588.0,91258.0,1996.0
8.31,168,"Adventure, Mystery, Police, Shounen",Movie,1.0,2002-04-20,2002-04-20,Spring 2002,Unknown,Funimation,TMS Entertainment,Manga,PG-13 - Teens 13 or older,58853,205,949,51821.0,333,0.0,5337.0,2002.0
